id,Title,Content,Excerpt,Permalink,SKU,Price,"Regular Price","Sale Price","Stock Status",Stock,Visibility,"Total Sales",printing-detail,sealant,weight-color,window,Custom-printing,Dropdown-feature,Sealing-method,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Product Categories",Status,Format,Weight,Length,Width,Height,"Min Variation Price",Format,"Post Type","Product Version",product_type,parent_id
438,"#8-5/8 Window Tint","SKU: 858-W-BLT
Style: #8-5/8 Commercial
Size: 3-5/8 x 8-5/8
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Security Tint: Blue
Window Size: 1 x 4
Window Position: 1 Left x 3/4 Bottom
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 3-5/8 x 8-5/8
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Security Tint: Blue
Window Size: 1 x 4
Window Position: 1 Left x 3/4 Bottom",http://azenvelope.youareheremedia.com/product/8-58-commercial-858-w-blt/,858-W-BLT,27.96,27.96,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/NI-B-8-5-8-Window-Tint1.jpg,NI-B-8-5-8-Window-Tint1.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/NI-B-8-5-8-Window-Tint1.jpg,879,"NI-B 8 5-8 Window Tint",#31,,,"Stock Size Envelopes",publish,,6,14,10,6,46.16,,product,2.5.2,simple,0
439,"Drive-Up Teller","SKU: 3347-TEL
Style: Drive-Up Teller
Size: 3-3/4 x 7
Color: White Wove
Paper Weight: 24#
Sealing Method: No-Seal Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 3-3/4 x 7
Color: White Wove
Paper Weight: 24#
Sealing Method: No-Seal Gum",http://azenvelope.youareheremedia.com/product/drive-up-teller-3347-tel/,3347-TEL,14.10,14.10,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/Drive-Up.jpg,Drive-Up.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/Drive-Up.jpg,875,"Drive Up","#1511 (Victor Die #111)",,,"Stock Size Envelopes",publish,,7,14,10,6,21.65,,product,2.5.2,simple,0
441,"A2 Announcement","SKU: A2
Style: A2 Announcement
Size: 4-3/8 x 5-3/4
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 4-3/8 x 5-3/4
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/a2-announcement-a2/,A2,27.73,27.73,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Announcements.jpg,All-Announcements.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Announcements.jpg,884,"All Announcements",P001427,,,"Stock Size Envelopes",publish,,4.5,14,10,6,35.33,,product,2.5.2,simple,0
443,"A6 Announcement","SKU: A6
Style: A6 Announcement
Size: 4-3/4 x 6-1/2
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 4-3/4 x 6-1/2
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/a6-announcement-a6/,A6,28.71,28.71,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Announcements.jpg,All-Announcements.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Announcements.jpg,884,"All Announcements",P001427,,,"Stock Size Envelopes",publish,,6,14,10,6,36.84,,product,2.5.0,simple,0
444,"A7 Announcement Machine-able","SKU: A7-MFLAP
Style: A7 Announcement Machine-able
Size: 5-1/4 x 7-1/4
Flap Size: 1-1/4
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 5-1/4 x 7-1/4
Flap Size: 1-1/4
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/a7-announcement-machinable-a7-mflap/,A7-MFLAP,21.32,21.32,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/NI-I-A-7-1-1-4-Flap.jpg,NI-I-A-7-1-1-4-Flap.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/NI-I-A-7-1-1-4-Flap.jpg,885,"A-7 - 1 1-4 Flap","1 5/8 flap",,,"Stock Size Envelopes",publish,,7.5,,,,33.11,,product,2.5.2,simple,0
445,"A7 Announcement","SKU: A7
Style: A7 Announcement
Size: 5-1/4 x 7-1/4
Flap Size: 2-5/8
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 5-1/4 x 7-1/4
Flap Size: 2-5/8
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/a7-announcement-a7/,A7,21.32,21.32,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Announcements.jpg,All-Announcements.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Announcements.jpg,884,"All Announcements",P001427,,,"Stock Size Envelopes",publish,,7.5,,,,33.11,,product,2.5.2,simple,0
446,"#6-1/2 Remittance","SKU: 615-REM
Style: #6-1/2 Remittance
Size: 3-1/2 x 6 1/4
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 3-1/2 x 6 1/4
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/6-12-remittance-615-rem/,615-REM,15.20,15.20,,instock,,visible,5,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Remittance.jpg,All-Remittance.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Remittance.jpg,886,"All Remittance",P001817,,,"Stock Size Envelopes",publish,,5,14,10,6,23.79,,product,2.5.2,simple,0
448,"#9 Remittance","SKU: 9-REM
Style: #9 Remittance
Size: 3-7/8 x 8-7/8
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 3-7/8 x 8-7/8
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/9-remittance-9-rem/,9-REM,19.12,19.12,,instock,,visible,1,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Remittance.jpg,All-Remittance.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/All-Remittance.jpg,886,"All Remittance",P001817,,,"Stock Size Envelopes",publish,,7,14,10,6,50.47,,product,2.5.2,simple,0
449,"6 x 9 Open Side","SKU: 69-OS-WH24
Style: Open Side
Size: 6 x 9
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 6 x 9
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/6-9-open-side-69-os-wh24/,69-OS-WH24,18.91,18.91,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-SIDE1.jpg,ALL-OPEN-SIDE1.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-SIDE1.jpg,878,"ALL OPEN SIDE",#138,,,"Stock Size Envelopes",publish,,10,14,9.125,6.125,29.37,,product,2.5.2,simple,0
451,"9 x 12 Open Side","SKU: 912-OS-WH28
Style: Open Side
Size: 9 x 12
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 9 x 12
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/9-12-open-side-912-os-wh28/,912-OS-WH28,38.50,38.50,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-SIDE1.jpg,ALL-OPEN-SIDE1.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-SIDE1.jpg,878,"ALL OPEN SIDE",#138,,,"Stock Size Envelopes",publish,,21.5,12.75,12.25,9,59.62,,product,2.5.2,simple,0
452,"9 x 12 Open Side","SKU: 912-OS-BK28
Style: Open Side
Size: 9 x 12
Color: Brown Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 9 x 12
Color: Brown Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/9-12-open-side-912-os-bk28/,912-OS-BK28,48.65,48.65,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image.jpg,aze_new_image.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image.jpg,1001,aze_new_image,,,,"Stock Size Envelopes",publish,,21.5,12.75,12.25,9,68.47,,product,2.5.2,simple,0
453,"10 x 13 Open Side","SKU: 1013-OS-WH28
Style: Open Side
Size: 10 x 13
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 10 x 13
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/10-13-open-side-1013-os-wh28/,1013-OS-WH28,44.00,44.00,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-SIDE1.jpg,ALL-OPEN-SIDE1.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-SIDE1.jpg,878,"ALL OPEN SIDE",#138,,,"Stock Size Envelopes",publish,,26,13.25,12.75,10,73.13,,product,2.5.2,simple,0
454,"10 x 13 Open End","SKU: 1013-OE-BK28
Style: Open End
Size: 10 x 13
Color: Brown Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 10 x 13
Color: Brown Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/10-13-open-end-1013-oe-bk28/,1013-OE-BK28,46.55,46.55,,instock,,visible,2,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image_3.jpg|http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,aze_new_image_3.jpg|ALL-OPEN-END.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image_3.jpg|/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,1006|868,"aze_new_image_3|ALL OPEN END",#129,,,"Stock Size Envelopes",publish,,26.5,13.25,12.75,10,72.05,,product,2.5.2,simple,0
455,"6 x 9 Open End","SKU: 69-OE-WH24
Style: Open End
Size: 6 x 9
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 6 x 9
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/6-9-open-end-69-oe-wh24/,69-OE-WH24,25.78,25.78,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,ALL-OPEN-END.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,868,"ALL OPEN END",#129,,,"Stock Size Envelopes",publish,,10,14,9.125,6.125,40.03,,product,2.5.2,simple,0
457,"9 x 12 Open End","SKU: 912-OE-WH24
Style: Open End
Size: 9 x 12
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 9 x 12
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/9-12-open-end-912-oe-wh24/,912-OE-WH24,37.27,37.27,,instock,,visible,10,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,ALL-OPEN-END.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,868,"ALL OPEN END",#129,,,"Stock Size Envelopes",publish,,19,12.75,12.25,9,57.78,,product,2.5.2,simple,0
458,"9 x 12 Open End","SKU: 912-OE-WH28
Style: Open End
Size: 9 x 12
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 9 x 12
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/9-12-open-end-912-oe-wh28/,912-OE-WH28,38.98,38.98,,instock,,visible,1,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,ALL-OPEN-END.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,868,"ALL OPEN END",#129,,,"Stock Size Envelopes",publish,,22.5,12.75,12.25,9,58.63,,product,2.5.2,simple,0
459,"9 x 12 Open End","SKU: 912-OE-BK28
Style: Open End
Size: 9 x 12
Color: Brown Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 9 x 12
Color: Brown Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/9-12-open-end-912-oe-bk28/,912-OE-BK28,37.67,37.67,,instock,,visible,4,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image_3.jpg,aze_new_image_3.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image_3.jpg,1006,aze_new_image_3,,,,"Stock Size Envelopes",publish,,22.5,12.75,12.25,9,60.28,,product,2.5.0,simple,0
460,"9 x 12 Open End","SKU: 912-OE-BU28
Style: Open End
Size: 9 x 12
Color: Buff Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 9 x 12
Color: Buff Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/9-12-open-end-912-oe-bu28/,912-OE-BU28,52.13,52.13,,instock,,visible,5,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image_2.jpg,aze_new_image_2.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image_2.jpg,1005,aze_new_image_2,,,,"Stock Size Envelopes",publish,,22.5,12.75,12.25,9,70.69,,product,2.5.0,simple,0
461,"9 x 12 Open End Window","SKU: 912-OE-W-WH28
Style: Open End Window
Size: 9 x 12
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum
Window Size: 1-1/4 x 3-3/4
Window Position: 7/8 Left x 8-1/4 Bottom
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 9 x 12
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum
Window Size: 1-1/4 x 3-3/4
Window Position: 7/8 Left x 8-1/4 Bottom",http://azenvelope.youareheremedia.com/product/open-end-912-oe-w-wh28/,912-OE-W-WH28,54.80,54.80,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/NI-J-9x12-Open-End-Window.jpg,NI-J-9x12-Open-End-Window.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/NI-J-9x12-Open-End-Window.jpg,887,"Impact Drawing",#129,,,"Stock Size Envelopes",publish,,22.5,12.75,12.25,9,77.55,,product,2.5.2,simple,0
462,"10 x 13 Open End","SKU: 1013-OE-WH28
Style: Open End
Size: 10 x 13
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 10 x 13
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/10-13-open-end-1013-oe-wh28/,1013-OE-WH28,44.83,44.83,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,ALL-OPEN-END.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,868,"ALL OPEN END",#129,,,"Stock Size Envelopes",publish,,26.5,13.25,12.75,10,69.30,,product,2.5.2,simple,0
464,"10 x 13 Open Side","SKU: 1013-OS-BK28
Style: Open Side
Size: 10 x 13
Color: Brown Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 10 x 13
Color: Brown Kraft
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/10-13-open-side-1013-os-bk28/,1013-OS-BK28,59.77,59.77,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image.jpg,aze_new_image.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/12/aze_new_image.jpg,1001,aze_new_image,,,,"Stock Size Envelopes",publish,,26,13.25,12.75,10,78.36,,product,2.5.2,simple,0
580,"7-1/2 x 10-1/2 Open End","SKU: 712-OE-WH24
Style: Open End
Size: 7-1/2 x 10-1/2
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.

<a class=""tm-section-link"" style=""display: inline;"" href=""#"" data-sectionid=""555360ca3e1db8.27796367"" data-title=""Custom Printing Color"">Custom Printing Color</a>","<a href=""http://azenvelope.youareheremedia.com/"">Size:</a> 7-1/2 x 10-1/2
Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/7-12-10-12-open-end-712-oe-wh24/,715-OE-WH24,41.63,41.63,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,ALL-OPEN-END.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,868,"ALL OPEN END",#129,,,"Stock Size Envelopes",publish,,13.5,14,10,8,58.81,,product,2.5.2,simple,0
583,"9-1/2 x 12-1/2 Open End","SKU: 915-OE-WH28
Style: Open End
Size: 9-1/2 x 12-1/2
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 9-1/2 x 12-1/2
Color: White Wove
Paper Weight: 28#
Sealing Method: Remoist Gum",http://azenvelope.youareheremedia.com/product/9-12-12-12-open-end-915-oe-wh28/,915-OE-WH28,49.92,49.92,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,ALL-OPEN-END.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/05/ALL-OPEN-END.jpg,868,"ALL OPEN END",#129,,,"Stock Size Envelopes",publish,,24.5,13.25,12.75,10,0,,product,2.5.2,simple,0
711,"#10 Regular Tint","Style: #10 Commercial
Size: 4-1/8 x 9-1/2
Paper Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Security Tint: Black
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 4-1/8 x 9-1/2
Paper Color: White Wove
Paper Weight: 24#
Sealing Method: Remoist Gum
Security Tint: Black",http://azenvelope.youareheremedia.com/product/10-commercial-10-r-bkt/,10-R-BKT,11.62,11.62,,instock,12,visible,13,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2015/04/NI-K-10-Regular-Tint-Front1.jpg,NI-K-10-Regular-Tint-Front1.jpg,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2015/04/NI-K-10-Regular-Tint-Front1.jpg,870,"#10 Regular Tint -Front",,,,"#9 &amp; #10 Envelopes>Regular",publish,,7,14,10,6,9.994,,product,2.5.2,simple,0
1048,test,teset,,http://azenvelope.youareheremedia.com/product/test/,,1,1,,instock,,visible,2,,,,,,,,,,,,,,,,testing,publish,,,,,,,,product,2.6.4,simple,0
1065,"#10 Tint Flip-n-Seal","SKU: 10-R-SS-BLT
Style: #10 Open Side
Size: 4-1/8 x 9-1/2
Color: White Wove
Paper: Weight 24#
Sealing Method: Flip-n-Seal
Availability: Plain items usually ship in 1 to 2 business days. Printed items ship an additional 3 to 5 business days.","Size: 4-1/8 x 9-1/2
Color: White Wove
Paper: Weight 24#
Sealing Method: Flip-n-Seal
Security Tint: Blue

&nbsp;",http://azenvelope.youareheremedia.com/product/10-tint-flip-n-seal/,10-R-SS-BLT,43.31,43.31,,instock,,visible,0,,,,,,,,http://azenvelope.youareheremedia.com/wp-content/uploads/2016/03/10-Flip-Seal-Regular-White.png,10-Flip-Seal-Regular-White.png,/home/azenvelope1/public_html/azenvelope.youareheremedia.com/wp-content/uploads/2016/03/10-Flip-Seal-Regular-White.png,1063,#10-Flip-&-Seal-Regular-White,,,,"Stock Size Envelopes",publish,,8,,,,,,product,2.5.2,simple,0
